Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"D10",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS","Manual",20.9,ddPCR Supermix for Probes (no dUTP),418,,,23.1,18.6,337,18843,5,332,265,18578,0.0162,19180,,,,,,,,1.25,,,1.45,1.05,55.6,,,59.5,51.6,1,1,2291,5664.2,992.41,1074.5,"",,,,22,19.7,,,,,,,1.35,1.15,,,57.6,53.5,
"D11",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20219,0,0,0,20219,0,20219,,,,,,,,,,,,,,,,,,1,1,0,0,972.36,972.36,"",,,,0.08,0,,,,,,,,,,,,,
"E02",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",14.5,ddPCR Supermix for Probes (no dUTP),290,,,16.3,12.7,249,20035,4,245,227,19808,0.0692,20284,,,,,,,,1.08,,,1.27,0.89,51.9,,,56.4,47.4,1,1,2659,6055.3,1074.7,1135.8,"",,,,15.5,13.6,,,,,,,1.18,0.98,,,54.2,49.6,
"E03",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",14.2,ddPCR Supermix for Probes (no dUTP),284,,,15.9,12.4,244,20152,3,241,258,19894,0,20396,,,,,,,,0.93,,,1.1,0.77,48.3,,,52.7,43.9,1,1,2394,6199.5,990.75,1053.1,"",,,,15.1,13.3,,,,,,,1.02,0.85,,,50.5,46.1,
"E04",Absolute Quantification,"ABS","18001",Ch1Unknown,"HbS","Manual",10.8,ddPCR Supermix for Probes (no dUTP),216,,,12.4,9.3,184,19869,2,182,241,19628,0,20053,,,,,,,,0.76,,,0.9,0.61,43.1,,,47.8,38.4,1,1,2470,6087.6,1045.4,1091.7,"",,,,11.6,10,,,,,,,0.83,0.68,,,45.5,40.7,
"E05",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",19.7,ddPCR Supermix for Probes (no dUTP),394,,,21.7,17.7,366,21689,6,360,405,21284,0,22055,,,,,,,,0.89,,,1.01,0.76,47.1,,,50.6,43.6,1,1,2570,5391.5,1155.4,1225.7,"",,,,20.7,18.7,,,,,,,0.95,0.83,,,48.9,45.3,
"E06",Absolute Quantification,"ABS","18836",Ch1Unknown,"HbS","Manual",15.2,ddPCR Supermix for Probes (no dUTP),304,,,17.1,13.3,247,18954,4,243,217,18737,0.0727,19201,,,,,,,,1.12,,,1.32,0.92,52.8,,,57.3,48.3,1,1,2951,5633.7,1345.1,1400.3,"",,,,16.2,14.3,,,,,,,1.22,1.01,,,55.1,50.5,
"E07",Absolute Quantification,"ABS","18836",Ch1Unknown,"HbS","Manual",11.4,ddPCR Supermix for Probes (no dUTP),228,,,13,9.9,207,21167,2,205,253,20914,0,21374,,,,,,,,0.81,,,0.96,0.66,44.8,,,49.3,40.2,1,1,2735,5596.7,1299.2,1340.9,"",,,,12.2,10.7,,,,,,,0.89,0.73,,,47.1,42.5,
"E08",Absolute Quantification,"ABS","20457",Ch1Unknown,"HbS","Manual",16.7,ddPCR Supermix for Probes (no dUTP),334,,,18.7,14.7,263,18406,6,257,277,18129,0.131,18669,,,,,,,,0.93,,,1.08,0.77,48.2,,,52.3,44,1,1,2660,5355.2,1210.8,1269.2,"",,,,17.7,15.7,,,,,,,1.01,0.85,,,50.3,46,
"E09",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS","Manual",19.4,ddPCR Supermix for Probes (no dUTP),388,,,21.5,17.3,336,20184,2,334,232,19952,0,20520,,,,,,,,1.44,,,1.68,1.2,59,,,63,55,1,1,2523,5394,1210.3,1278.8,"",,,,20.5,18.4,,,,,,,1.56,1.32,,,61.1,56.9,
"E10",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS","Manual",16.6,ddPCR Supermix for Probes (no dUTP),332,,,18.4,14.7,310,21834,3,307,301,21533,0,22144,,,,,,,,1.02,,,1.18,0.86,50.5,,,54.4,46.5,1,1,2477,5572.2,1125.9,1188.2,"",,,,17.5,15.6,,,,,,,1.1,0.94,,,52.5,48.5,
"E11",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,20113,0,0,0,20113,0,20113,,,,,,,,,,,,,,,,,,1,1,0,0,987.24,987.24,"",,,,0.08,0,,,,,,,,,,,,,
"F02",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",12.2,ddPCR Supermix for Probes (no dUTP),244,,,13.9,10.6,213,20404,3,210,203,20201,0.0508,20617,,,,,,,,1.03,,,1.23,0.84,50.8,,,55.6,46.1,1,1,2659,6195.8,1087.2,1139.9,"",,,,13.1,11.4,,,,,,,1.14,0.93,,,53.3,48.4,
"F03",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",12.8,ddPCR Supermix for Probes (no dUTP),256,,,14.5,11.2,230,20966,0,230,248,20718,0,21196,,,,,,,,0.93,,,1.09,0.76,48.1,,,52.6,43.6,1,1,2394,6195.5,1013.9,1070.1,"",,,,13.7,12,,,,,,,1.01,0.84,,,50.4,45.8,
"F04",Absolute Quantification,"ABS","18001",Ch1Unknown,"HbS","Manual",11.9,ddPCR Supermix for Probes (no dUTP),238,,,13.5,10.3,217,21380,4,213,239,21141,0.0867,21597,,,,,,,,0.89,,,1.06,0.73,47.2,,,51.7,42.6,1,1,2470,6019.6,1045.4,1095.4,"",,,,12.7,11.1,,,,,,,0.98,0.81,,,49.5,44.8,
"F05",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",20.8,ddPCR Supermix for Probes (no dUTP),416,,,22.9,18.7,377,21155,8,369,390,20765,0.0584,21532,,,,,,,,0.95,,,1.08,0.81,48.6,,,52.2,45.1,1,1,2570,5342.3,1149.9,1223.3,"",,,,21.9,19.7,,,,,,,1.01,0.88,,,50.4,46.8,
"F06",Absolute Quantification,"ABS","18836",Ch1Unknown,"HbS","Manual",14.4,ddPCR Supermix for Probes (no dUTP),288,,,16.2,12.6,248,20103,2,246,237,19866,0,20351,,,,,,,,1.04,,,1.22,0.85,50.9,,,55.4,46.5,1,1,2951,5650.2,1343.6,1396.1,"",,,,15.3,13.5,,,,,,,1.13,0.94,,,53.2,48.7,
"F07",Absolute Quantification,"ABS","18836",Ch1Unknown,"HbS","Manual",14.6,ddPCR Supermix for Probes (no dUTP),292,,,16.5,12.7,223,17880,0,223,225,17655,0,18103,,,,,,,,0.99,,,1.17,0.81,49.8,,,54.4,45.1,1,1,2735,5594.6,1337.4,1389.9,"",,,,15.6,13.6,,,,,,,1.08,0.9,,,52.1,47.4,
"F08",Absolute Quantification,"ABS","20457",Ch1Unknown,"HbS","Manual",17.3,ddPCR Supermix for Probes (no dUTP),346,,,19.3,15.3,290,19530,5,285,256,19274,0.0721,19820,,,,,,,,1.11,,,1.3,0.93,52.7,,,56.8,48.5,1,1,2660,5359.1,1261.5,1321.5,"",,,,18.4,16.3,,,,,,,1.21,1.02,,,54.8,50.5,
"F09",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS","Manual",19.3,ddPCR Supermix for Probes (no dUTP),386,,,21.3,17.3,361,21830,1,360,261,21569,0,22191,,,,,,,,1.38,,,1.6,1.16,58,,,61.9,54.1,1,1,2523,5386.6,1351.2,1416.8,"",,,,20.3,18.3,,,,,,,1.49,1.27,,,60,56,
"F10",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS","Manual",19,ddPCR Supermix for Probes (no dUTP),380,,,21.1,16.9,324,19886,3,321,279,19607,0,20210,,,,,,,,1.15,,,1.33,0.97,53.5,,,57.5,49.5,1,1,2523,5685.3,1060.6,1134.7,"",,,,20.1,18,,,,,,,1.24,1.06,,,55.5,51.5,
"F11",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,19321,0,0,2,19319,0,19321,,,,,,,,,,,,,,,,,,1,1,0,0,981.38,981.38,"",,,,0.083,0,,,,,,,,,,,,,
"G02",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",13.9,ddPCR Supermix for Probes (no dUTP),278,,,15.8,12,209,17567,4,205,233,17334,0.0824,17776,,,,,,,,0.88,,,1.05,0.72,46.8,,,51.5,42.2,1,1,2659,6108.2,1054.1,1113.5,"",,,,14.9,13,,,,,,,0.96,0.8,,,49.2,44.5,
"G03",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",14.5,ddPCR Supermix for Probes (no dUTP),290,,,16.3,12.7,244,19709,1,243,224,19485,0,19953,,,,,,,,1.08,,,1.28,0.89,52,,,56.6,47.5,1,1,2394,6173,1037,1099.8,"",,,,15.4,13.5,,,,,,,1.19,0.98,,,54.3,49.7,
"G04",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",25.2,ddPCR Supermix for Probes (no dUTP),504,,,27.5,22.9,452,20875,11,441,425,20450,0.101,21327,,,,,,,,1.04,,,1.17,0.9,50.9,,,54.2,47.6,1,1,2470,5614.2,1035.3,1132.3,"",,,,26.4,24,,,,,,,1.11,0.97,,,52.6,49.2,
"G05",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",23.5,ddPCR Supermix for Probes (no dUTP),470,,,25.7,21.4,446,22060,9,437,396,21664,0.0529,22506,,,,,,,,1.1,,,1.25,0.95,52.4,,,55.8,49.1,1,1,2570,5415.7,1090,1175.7,"",,,,24.7,22.4,,,,,,,1.18,1.03,,,54.1,50.7,
"G06",Absolute Quantification,"ABS","18836",Ch1Unknown,"HbS","Manual",12.6,ddPCR Supermix for Probes (no dUTP),252,,,14.3,10.9,208,19319,3,205,244,19075,0.0228,19527,,,,,,,,0.84,,,1,0.69,45.7,,,50.3,41.1,1,1,2565,5995.4,1117.3,1169.3,"",,,,13.5,11.7,,,,,,,0.92,0.76,,,48,43.4,
"G07",Absolute Quantification,"ABS","20457",Ch1Unknown,"HbS","Manual",14.8,ddPCR Supermix for Probes (no dUTP),296,,,16.6,12.9,249,19715,2,247,254,19461,0,19964,,,,,,,,0.97,,,1.14,0.8,49.3,,,53.7,44.9,1,1,2672,5309,1420.3,1468.8,"",,,,15.7,13.8,,,,,,,1.06,0.89,,,51.5,47.1,
"G08",Absolute Quantification,"ABS","20457",Ch1Unknown,"HbS","Manual",18.2,ddPCR Supermix for Probes (no dUTP),364,,,20.3,16.2,314,20092,4,310,273,19819,0,20406,,,,,,,,1.13,,,1.32,0.95,53.2,,,57.2,49.1,1,1,2660,5336,1255.9,1318.7,"",,,,19.3,17.2,,,,,,,1.23,1.04,,,55.2,51.1,
"G09",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS","Manual",19.3,ddPCR Supermix for Probes (no dUTP),386,,,21.4,17.2,329,19865,2,327,287,19578,0,20194,,,,,,,,1.14,,,1.32,0.96,53.3,,,57.2,49.3,1,1,2272,5363.9,1249.5,1316.5,"",,,,20.4,18.3,,,,,,,1.23,1.05,,,55.3,51.3,
"G10",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS","Manual",137,ddPCR Supermix for Probes (no dUTP),2740,,,143,132,2301,18596,258,2043,2097,16499,0,20897,,,,,,,,0.98,,,1.03,0.92,49.4,,,50.8,47.9,1,1,2957,7009.3,1145.4,1791,"",,,,140.1,134.4,,,,,,,1.004,0.947,,,50.1,48.7,
"G11",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS","Multi",0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.28,0,1,19747,1,0,0,19747,0.0596,19748,,,,,,,,1,,,4.3,0,50,,,130,0,1,1,0,4259.3,991.57,991.74,"",,,,0.15,0.02,,,,,,,2.6,0,,,89,11,
"H02",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",14.2,ddPCR Supermix for Probes (no dUTP),284,,,15.9,12.4,243,20077,1,242,237,19840,0,20320,,,,,,,,1.02,,,1.2,0.84,50.5,,,55,46.1,1,1,2659,6262.1,1069.1,1131.2,"",,,,15.1,13.2,,,,,,,1.11,0.93,,,52.8,48.2,
"H03",Absolute Quantification,"ABS","20744",Ch1Unknown,"HbS","Manual",10.9,ddPCR Supermix for Probes (no dUTP),218,,,12.5,9.3,183,19635,1,182,230,19405,0,19818,,,,,,,,0.79,,,0.94,0.64,44.2,,,49,39.4,1,1,2394,6277.6,1040.1,1088.5,"",,,,11.7,10.1,,,,,,,0.87,0.71,,,46.6,41.7,
"H04",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",22.6,ddPCR Supermix for Probes (no dUTP),452,,,24.8,20.3,391,20203,4,387,429,19774,0,20594,,,,,,,,0.9,,,1.03,0.78,47.4,,,50.8,44,1,1,2470,5794.8,1038.3,1128.6,"",,,,23.7,21.4,,,,,,,0.96,0.84,,,49.2,45.7,
"H05",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",19.9,ddPCR Supermix for Probes (no dUTP),398,,,21.9,17.9,380,22307,6,374,392,21915,0,22687,,,,,,,,0.95,,,1.09,0.82,48.8,,,52.3,45.3,1,1,2570,5668.5,1070.7,1147.7,"",,,,20.9,18.9,,,,,,,1.02,0.89,,,50.6,47,
"H06",Absolute Quantification,"ABS","18836",Ch1Unknown,"HbS","Manual",12.3,ddPCR Supermix for Probes (no dUTP),246,,,14,10.6,209,19900,1,208,201,19699,0,20109,,,,,,,,1.03,,,1.23,0.83,50.9,,,55.7,46,1,1,2565,6232.3,1033,1087,"",,,,13.1,11.4,,,,,,,1.14,0.93,,,53.3,48.4,
"H07",Absolute Quantification,"ABS","20457",Ch1Unknown,"HbS","Manual",18.2,ddPCR Supermix for Probes (no dUTP),364,,,20.1,16.2,335,21532,5,330,326,21206,0,21867,,,,,,,,1.01,,,1.17,0.86,50.3,,,54.1,46.5,1,1,2598,5660.6,1302.7,1369.5,"",,,,19.2,17.2,,,,,,,1.09,0.93,,,52.2,48.4,
"H08",Absolute Quantification,"ABS","20457",Ch1Unknown,"HbS","Manual",17.9,ddPCR Supermix for Probes (no dUTP),358,,,20,15.9,290,18883,4,286,245,18638,0.0148,19173,,,,,,,,1.17,,,1.36,0.97,53.8,,,58,49.6,1,1,2660,5411.5,1296.3,1358.5,"",,,,19,16.9,,,,,,,1.27,1.07,,,56,51.7,
"H09",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS","Manual",19.6,ddPCR Supermix for Probes (no dUTP),392,,,21.7,17.5,333,19844,3,330,277,19567,0,20177,,,,,,,,1.19,,,1.38,1,54.4,,,58.3,50.4,1,1,2365,5773.6,1158.2,1234.3,"",,,,20.7,18.5,,,,,,,1.29,1.09,,,56.4,52.3,
"H10",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS","Manual",134,ddPCR Supermix for Probes (no dUTP),2680,,,139,129,2464,20415,288,2176,2129,18286,1.78,22879,,,,,,,,1.02,,,1.08,0.96,50.5,,,51.9,49.1,1,1,2957,7015.9,1150.5,1782.1,"",,,,136.8,131.4,,,,,,,1.05,0.991,,,51.2,49.8,
"H11",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21562,0,0,0,21562,0,21562,,,,,,,,,,,,,,,,,,1,1,0,0,988.78,988.78,"",,,,0.075,0,,,,,,,,,,,,,
"A01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",15.5,ddPCR Supermix for Probes (no dUTP),310,,,17.4,13.6,262,19753,4,270,258,19483,0.025,20015,,,,,,,,1.05,,,1.22,0.87,51.1,,,55.4,46.9,1,1,1366,2645.8,865.33,888.64,"",,,,16.5,14.5,,,,,,,1.14,0.96,,,53.3,49,
"B01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",16,ddPCR Supermix for Probes (no dUTP),320,,,17.9,14.2,290,21138,4,264,286,20874,0.021,21428,,,,,,,,0.92,,,1.08,0.77,48,,,52.2,43.9,1,1,1366,2652.2,871.44,895.54,"",,,,17,15.1,,,,,,,1,0.85,,,50.1,45.9,
"C01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",16.4,ddPCR Supermix for Probes (no dUTP),328,,,18.4,14.4,259,18447,3,219,256,18228,0,18706,,,,,,,,0.86,,,1.01,0.7,46.1,,,50.6,41.7,1,1,1366,2620.2,873.29,897.48,"",,,,17.4,15.4,,,,,,,0.93,0.78,,,48.4,43.9,
"D01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",15.8,ddPCR Supermix for Probes (no dUTP),316,,,17.7,13.9,264,19506,3,289,261,19217,0,19770,,,,,,,,1.11,,,1.29,0.92,52.5,,,56.7,48.4,1,1,1366,2605.7,860.52,883.82,"",,,,16.8,14.8,,,,,,,1.2,1.01,,,54.7,50.4,
"E01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",16.6,ddPCR Supermix for Probes (no dUTP),332,,,18.6,14.7,290,20354,6,276,284,20078,0.119,20644,,,,,,,,0.97,,,1.13,0.81,49.3,,,53.4,45.2,1,1,1366,2623.3,857.86,882.66,"",,,,17.6,15.7,,,,,,,1.05,0.89,,,51.4,47.2,
"F01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",17,ddPCR Supermix for Probes (no dUTP),340,,,18.9,15,288,19834,4,284,284,19550,0,20122,,,,,,,,1,,,1.16,0.84,50,,,54.1,45.9,1,1,1366,2675.1,878.36,904.08,"",,,,18,16,,,,,,,1.08,0.92,,,52.1,47.9,
"G01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",15.6,ddPCR Supermix for Probes (no dUTP),312,,,17.4,13.7,271,20351,5,250,266,20101,0.0965,20622,,,,,,,,0.94,,,1.1,0.78,48.5,,,52.7,44.2,1,1,1366,2649.4,856.44,880,"",,,,16.5,14.6,,,,,,,1.02,0.86,,,50.6,46.3,
"H01",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",13.7,ddPCR Supermix for Probes (no dUTP),274,,,15.4,11.9,236,20209,1,241,235,19968,0,20445,,,,,,,,1.03,,,1.21,0.84,50.6,,,55.1,46.1,1,1,1366,2717.9,877,898.25,"",,,,14.5,12.8,,,,,,,1.12,0.93,,,52.9,48.3,
"A02",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",16,ddPCR Supermix for Probes (no dUTP),320,,,17.9,14.1,281,20514,4,256,277,20258,0.0283,20795,,,,,,,,0.92,,,1.08,0.77,48,,,52.3,43.8,1,1,1448,2543.4,820.96,844.24,"",,,,17,15.1,,,,,,,1,0.85,,,50.2,45.9,
"A03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13,ddPCR Supermix for Probes (no dUTP),260,,,14.7,11.3,228,20497,3,223,225,20274,0.0298,20725,,,,,,,,0.99,,,1.17,0.81,49.8,,,54.4,45.2,1,1,1372,2607.3,797.45,817.36,"",,,,13.9,12.2,,,,,,,1.08,0.9,,,52.1,47.4,
"A04",Absolute Quantification,"ABS","18001",Ch2Unknown,"HbA","Manual",12.3,ddPCR Supermix for Probes (no dUTP),246,,,14,10.7,224,21230,1,226,223,21004,0,21454,,,,,,,,1.01,,,1.2,0.83,50.3,,,54.9,45.7,1,1,1439,2770.1,913.05,932.43,"",,,,13.2,11.5,,,,,,,1.11,0.92,,,52.7,48,
"A05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",26.7,ddPCR Supermix for Probes (no dUTP),534,,,29.1,24.3,478,20804,13,387,465,20417,0.231,21282,,,,,,,,0.84,,,0.95,0.72,45.5,,,48.8,42.2,1,1,1502,2492.1,878.83,915.07,"",,,,27.9,25.5,,,,,,,0.89,0.78,,,47.2,43.8,
"A06",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",22.9,ddPCR Supermix for Probes (no dUTP),458,,,25.2,20.7,392,19914,8,428,384,19486,0,20306,,,,,,,,1.11,,,1.27,0.96,52.7,,,56.1,49.3,1,1,1905,3026.1,1154.4,1190.6,"",,,,24.1,21.8,,,,,,,1.19,1.04,,,54.4,50.9,
"A07",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",7.7,ddPCR Supermix for Probes (no dUTP),154,,,9,6.3,124,19001,0,112,124,18889,0,19125,,,,,,,,0.9,,,1.13,0.67,47,,,54,41,1,1,1969,3678.4,1321,1336.3,"",,,,8.3,7,,,,,,,1.02,0.79,,,50.7,44.2,
"A08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",16.4,ddPCR Supermix for Probes (no dUTP),328,,,18.4,14.4,254,18093,2,265,252,17828,0,18347,,,,,,,,1.05,,,1.23,0.87,51.3,,,55.5,47,1,1,1939,3367,1262.9,1292.1,"",,,,17.4,15.4,,,,,,,1.14,0.96,,,53.4,49.1,
"A09",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",14.8,ddPCR Supermix for Probes (no dUTP),296,,,16.8,12.9,219,17280,4,252,215,17028,0.055,17499,,,,,,,,1.17,,,1.38,0.96,53.9,,,58.4,49.4,1,1,1843,3282.6,1215.2,1241.1,"",,,,15.8,13.8,,,,,,,1.28,1.06,,,56.2,51.6,
"A10",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",14.8,ddPCR Supermix for Probes (no dUTP),296,,,16.6,13,249,19659,10,311,239,19348,0.364,19908,,,,,,,,1.29,,,1.51,1.08,56.4,,,60.4,52.3,1,1,1349,2484.9,795.59,816.71,"",,,,15.7,13.9,,,,,,,1.4,1.18,,,58.4,54.3,
"A11",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA","Manual",145,ddPCR Supermix for Probes (no dUTP),2900,,,150,139,2388,18271,296,2204,2092,16067,0.514,20659,,,,,,,,1.05,,,1.11,0.99,51.2,,,52.6,49.8,1,1,1632,2961.4,824.11,1071.2,"",,,,147.5,141.6,,,,,,,1.08,1.02,,,51.9,50.5,
"B02",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",17.4,ddPCR Supermix for Probes (no dUTP),348,,,19.4,15.4,285,19110,2,283,283,18827,0,19395,,,,,,,,1,,,1.16,0.84,50,,,54.1,45.9,1,1,1448,2527.8,841.37,866.16,"",,,,18.4,16.4,,,,,,,1.08,0.92,,,52.1,47.9,
"B03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",12.9,ddPCR Supermix for Probes (no dUTP),258,,,14.6,11.2,230,20874,4,244,226,20630,0.074,21104,,,,,,,,1.08,,,1.27,0.89,51.9,,,56.4,47.4,1,1,1372,2598.4,818.94,838.33,"",,,,13.7,12,,,,,,,1.18,0.98,,,54.2,49.6,
"B04",Absolute Quantification,"ABS","18001",Ch2Unknown,"HbA","Manual",13.9,ddPCR Supermix for Probes (no dUTP),278,,,15.7,12.2,237,19902,4,187,233,19715,0.105,20139,,,,,,,,0.8,,,0.96,0.65,44.6,,,49.3,39.9,1,1,1439,2765.9,922.81,944.5,"",,,,14.8,13,,,,,,,0.88,0.73,,,47,42.2,
"B05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",22.6,ddPCR Supermix for Probes (no dUTP),452,,,24.9,20.4,390,20097,7,394,383,19703,0,20487,,,,,,,,1.03,,,1.17,0.89,50.7,,,54.2,47.2,1,1,1502,2543.1,877.09,908.8,"",,,,23.8,21.5,,,,,,,1.1,0.96,,,52.5,48.9,
"B06",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",19.8,ddPCR Supermix for Probes (no dUTP),396,,,21.9,17.7,345,20306,5,310,340,19996,0,20651,,,,,,,,0.91,,,1.05,0.77,47.7,,,51.5,43.9,1,1,1905,3177.6,1237.6,1270,"",,,,20.9,18.8,,,,,,,0.98,0.84,,,49.7,45.8,
"B07",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",15,ddPCR Supermix for Probes (no dUTP),300,,,16.8,13.2,265,20712,1,251,264,20461,0,20977,,,,,,,,0.95,,,1.11,0.79,48.7,,,53,44.4,1,1,1969,3423.3,1227.9,1255.7,"",,,,15.9,14,,,,,,,1.03,0.87,,,50.9,46.5,
"B08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",16.5,ddPCR Supermix for Probes (no dUTP),330,,,18.4,14.6,286,20244,6,282,280,19962,0.117,20530,,,,,,,,1.01,,,1.17,0.84,50.2,,,54.3,46.1,1,1,1895,3290.2,1251.4,1279.8,"",,,,17.5,15.5,,,,,,,1.09,0.92,,,52.3,48.1,
"B09",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",15.7,ddPCR Supermix for Probes (no dUTP),314,,,17.6,13.9,275,20443,4,301,271,20142,0,20718,,,,,,,,1.11,,,1.29,0.93,52.6,,,56.7,48.5,1,1,1808,3175.3,1193.9,1220.2,"",,,,16.7,14.8,,,,,,,1.2,1.02,,,54.7,50.5,
"B10",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",14.6,ddPCR Supermix for Probes (no dUTP),292,,,16.3,12.8,257,20630,8,333,249,20297,0.221,20887,,,,,,,,1.33,,,1.54,1.11,57.1,,,61,53.1,1,1,1183,2452,795.71,816.09,"",,,,15.5,13.7,,,,,,,1.44,1.22,,,59.1,55,
"B11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21573,0,0,0,21573,0,21573,,,,,,,,,,,,,,,,,,1,1,1487,0,762.94,762.94,"",,,,0.075,0,,,,,,,,,,,,,
"C02",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",15.2,ddPCR Supermix for Probes (no dUTP),304,,,17.1,13.3,247,18985,4,236,243,18749,0.0576,19232,,,,,,,,0.97,,,1.14,0.8,49.3,,,53.7,44.8,1,1,1448,2690.6,916.69,939.47,"",,,,16.2,14.2,,,,,,,1.06,0.88,,,51.5,47,
"C03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13.8,ddPCR Supermix for Probes (no dUTP),276,,,15.6,12,221,18729,7,210,214,18519,0.284,18950,,,,,,,,0.98,,,1.17,0.8,49.5,,,54.2,44.9,1,1,1372,2613,829.96,850.75,"",,,,14.7,12.9,,,,,,,1.08,0.89,,,51.9,47.2,
